data,Kaupimo,Saules,Kitu,Siluminiu,Hidro,Vejo,Vartojimas,Sumine_Generacija,Disbalansas
2025-07-31 02:00:00,3.837,0.0,37.588,62.547,25.16,354.557,993.226,483.689,-509.537
2025-07-31 03:00:00,-0.547,0.0,35.655,63.068,25.411,395.558,981.481,519.145,-462.336
2025-07-31 04:00:00,2.218,1.931,35.591,63.003,24.635,312.868,993.227,440.246,-552.981
2025-07-31 05:00:00,0.569,14.627,33.627,62.953,26.18,293.852,1035.065,431.808,-603.2570000000001
2025-07-31 06:00:00,-3.641,62.722,32.531,65.779,25.953,239.598,1176.682,422.942,-753.74
2025-07-31 07:00:00,-0.434,160.447,32.562,61.899,24.708,169.367,1314.635,448.549,-866.086
2025-07-31 08:00:00,-0.505,271.481,32.692,62.813,24.856,110.204,1398.677,501.541,-897.136
2025-07-31 09:00:00,-0.793,342.726,32.604,72.137,24.663,37.554,1449.131,508.89099999999996,-940.2400000000001
2025-07-31 10:00:00,-2.021,413.285,32.664,71.082,46.873,39.081,1459.525,600.964,-858.561
2025-07-31 11:00:00,-1.35,457.197,31.446,74.153,46.934,38.407,1457.698,646.787,-810.9110000000001
2025-07-31 12:00:00,-1.284,472.51,31.426,73.764,46.886,32.98,1471.451,656.2819999999999,-815.1690000000001
2025-07-31 13:00:00,-0.585,457.532,31.75,73.737,36.742,34.418,1513.349,633.5939999999999,-879.755
2025-07-31 14:00:00,50.589,410.83,82.813,73.246,44.93,38.433,1514.81,700.8409999999999,-813.969
2025-07-31 15:00:00,-40.086,379.595,38.591,71.509,153.654,45.02,1433.895,648.283,-785.612
2025-07-31 16:00:00,-15.805,323.133,32.373,71.884,37.899,44.561,1320.751,494.04499999999996,-826.706
2025-07-31 17:00:00,2.819,239.711,36.465,61.117,24.992,29.867,1246.546,394.97100000000006,-851.575
2025-07-31 18:00:00,9.086,142.985,42.708,60.214,27.002,27.231,1259.847,309.226,-950.621
2025-07-31 19:00:00,3.514,67.38,41.607,58.726,229.752,37.714,1332.677,438.693,-893.9839999999999
2025-07-31 20:00:00,3.374,18.071,36.932,68.537,230.739,35.536,1366.777,393.189,-973.588
2025-07-31 21:00:00,0.503,0.318,34.645,67.885,230.91,34.014,1390.553,368.275,-1022.2780000000001
2025-07-31 22:00:00,-1.798,0.0,33.005,63.862,242.428,42.727,1337.986,380.224,-957.7620000000002
2025-07-31 23:00:00,-1.5,0.0,33.075,60.697,72.468,44.122,1217.487,208.86200000000002,-1008.625
2025-08-01 00:00:00,-5.105,0.0,34.14,64.234,63.874,33.056,1128.811,190.199,-938.6119999999999
2025-08-01 01:00:00,1.864,0.0,35.834,64.731,25.132,8.124,1068.787,135.685,-933.1020000000001
2025-08-01 02:00:00,-0.992,0.0,31.643,73.976,34.675,6.759,1032.366,146.06099999999998,-886.3050000000001
2025-08-01 03:00:00,-2.19,0.0,31.296,74.704,31.478,17.361,1015.333,152.64899999999997,-862.684
2025-08-01 04:00:00,-1.007,3.277,31.112,76.131,25.706,26.411,1022.852,161.63,-861.222
2025-08-01 05:00:00,-1.421,31.593,30.682,79.273,25.991,19.586,1080.6,185.704,-894.896
2025-08-01 06:00:00,-3.549,123.353,30.724,76.942,208.468,7.404,1241.954,443.342,-798.612
2025-08-01 07:00:00,-1.005,297.714,31.881,77.39,211.718,10.827,1360.507,628.525,-731.9820000000001
2025-08-01 08:00:00,-4.636,530.521,32.76,76.974,229.797,2.415,1416.582,867.831,-548.7510000000001
2025-08-01 09:00:00,-10.981,717.574,34.499,93.586,229.853,0.72,1353.79,1065.251,-288.539
2025-08-01 10:00:00,16.386,847.284,46.645,86.573,68.266,5.037,1250.97,1070.191,-180.779
2025-08-01 11:00:00,0.564,945.712,31.275,106.623,36.398,24.856,1267.755,1145.4279999999999,-122.32700000000023
2025-08-01 12:00:00,0.398,1000.245,31.728,108.47,50.645,70.791,1368.076,1262.277,-105.79899999999998
2025-08-01 13:00:00,-1.611,965.411,31.244,108.707,85.23,54.8,1465.019,1243.781,-221.23800000000006
2025-08-01 14:00:00,-5.654,856.738,24.994,98.755,31.548,77.312,1400.009,1083.693,-316.31600000000003
2025-08-01 15:00:00,1.589,729.69,27.84,84.62,24.773,106.119,1321.018,974.6310000000002,-346.38699999999983
2025-08-01 16:00:00,-1.465,554.769,25.999,81.825,24.803,97.408,1246.396,783.339,-463.0569999999999
2025-08-01 17:00:00,-5.59,441.704,29.045,60.722,24.802,83.422,1217.019,634.1050000000001,-582.9139999999999
2025-08-01 18:00:00,1.048,285.878,34.248,72.781,24.866,79.929,1266.771,498.75,-768.021
2025-08-01 19:00:00,-1.448,136.72,36.734,96.754,229.517,51.664,1261.476,549.941,-711.5350000000001
2025-08-01 20:00:00,1.77,39.277,35.062,100.633,237.332,31.155,1314.621,445.22900000000004,-869.392
2025-08-01 21:00:00,-3.073,0.629,33.015,101.631,323.417,60.565,1328.27,516.184,-812.086
2025-08-01 22:00:00,-8.259,0.0,32.22,100.261,260.023,102.97,1291.66,487.21500000000003,-804.445
2025-08-01 23:00:00,-8.292,0.0,35.257,84.302,234.798,73.456,1180.286,419.521,-760.7650000000001
2025-08-02 00:00:00,1.329,0.0,37.112,73.308,25.123,103.028,1096.654,239.90000000000003,-856.7539999999999
2025-08-02 01:00:00,0.548,0.0,36.431,80.172,48.837,147.682,1022.931,313.66999999999996,-709.2610000000001
2025-08-02 02:00:00,-9.92,0.0,34.387,81.8,48.787,236.768,981.781,391.822,-589.959
2025-08-02 03:00:00,-2.707,0.0,37.409,81.261,48.781,244.083,963.262,408.827,-554.435
2025-08-02 04:00:00,20.806,6.117,51.848,81.665,24.88,224.045,952.448,409.361,-543.087
2025-08-02 05:00:00,-0.612,32.98,30.772,81.08,25.258,233.502,971.907,402.98,-568.927
2025-08-02 06:00:00,-12.743,114.004,30.118,82.003,25.085,263.573,1036.634,502.03999999999996,-534.594
2025-08-02 07:00:00,-5.89,254.121,32.814,84.208,24.799,196.992,1104.15,587.044,-517.1060000000001
2025-08-02 08:00:00,0.447,421.93,32.494,85.866,24.802,92.462,1176.258,658.001,-518.2570000000001
2025-08-02 09:00:00,-5.44,604.528,24.577,89.018,24.801,67.69,1123.047,805.174,-317.87300000000005
2025-08-02 10:00:00,6.341,796.237,22.196,79.793,25.035,152.638,1073.263,1082.24,8.97700000000009
2025-08-02 11:00:00,4.84,891.339,23.814,77.821,24.976,183.499,1072.891,1206.289,133.3979999999999
2025-08-02 12:00:00,2.791,913.036,15.405,81.796,31.02,162.335,1053.495,1206.383,152.88800000000015
2025-08-02 13:00:00,-0.412,896.84,6.141,85.567,24.677,117.084,979.094,1129.897,150.80299999999988
2025-08-02 14:00:00,4.808,833.381,14.297,83.784,24.671,83.615,957.67,1044.556,86.88600000000008
2025-08-02 15:00:00,-3.799,802.839,16.924,79.721,37.648,86.144,959.739,1019.4770000000001,59.738000000000056
2025-08-02 16:00:00,3.894,667.539,16.521,81.773,24.68,72.181,999.665,866.588,-133.077
2025-08-02 17:00:00,-5.163,460.347,21.955,76.984,24.688,67.131,1035.594,645.9419999999999,-389.65200000000016
2025-08-02 18:00:00,-4.198,299.815,26.908,76.826,24.709,54.711,1099.916,478.771,-621.145
2025-08-02 19:00:00,-6.412,157.382,32.194,90.123,110.526,36.151,1179.823,419.964,-759.8590000000002
2025-08-02 20:00:00,-5.158,45.98,34.457,101.167,293.226,29.497,1238.879,499.16900000000004,-739.7099999999998
2025-08-02 21:00:00,1.023,0.546,33.365,100.197,281.735,35.694,1261.726,452.56,-809.1660000000002
2025-08-02 22:00:00,-1.283,0.0,31.571,101.15,274.666,48.584,1232.591,454.68800000000005,-777.9029999999998
2025-08-02 23:00:00,-3.897,0.0,31.529,84.88,256.64,70.739,1140.165,439.89099999999996,-700.274
2025-08-03 00:00:00,-5.137,0.0,31.935,80.328,51.602,105.529,1058.671,264.257,-794.414
2025-08-03 01:00:00,4.851,0.0,36.91,69.614,190.578,128.979,1000.668,430.932,-569.736
2025-08-03 02:00:00,6.946,0.0,38.035,82.708,209.239,136.861,971.813,473.789,-498.024
2025-08-03 03:00:00,-1.898,0.0,33.874,83.686,68.699,120.881,953.069,305.24199999999996,-647.827
2025-08-03 04:00:00,-7.949,3.643,30.821,83.439,68.164,103.868,946.363,281.986,-664.3770000000001
2025-08-03 05:00:00,-10.603,31.2,30.876,83.232,55.367,96.539,961.009,286.611,-674.398
2025-08-03 06:00:00,-0.239,131.064,35.555,70.15,25.267,90.593,1011.125,352.39000000000004,-658.7349999999999
2025-08-03 07:00:00,-3.226,310.906,35.015,71.728,31.613,98.937,1040.364,544.973,-495.3910000000001
2025-08-03 08:00:00,5.262,495.367,39.277,74.67,24.781,77.398,1040.73,716.755,-323.975
2025-08-03 09:00:00,-2.247,648.662,24.092,78.883,24.79,37.189,985.739,811.369,-174.37
2025-08-03 10:00:00,0.837,813.701,15.883,77.438,24.785,45.751,957.626,978.395,20.769000000000005
2025-08-03 11:00:00,-2.999,937.458,6.957,79.712,25.012,82.656,881.807,1128.7959999999998,246.9889999999998
2025-08-03 12:00:00,-0.674,996.192,6.233,80.517,25.046,104.602,817.802,1211.9160000000002,394.11400000000015
2025-08-03 13:00:00,12.296,924.488,19.676,79.167,24.807,93.375,864.067,1153.8090000000002,289.7420000000002
2025-08-03 14:00:00,-1.9,865.064,24.156,73.794,37.089,127.123,955.223,1125.326,170.10300000000007
2025-08-03 15:00:00,-6.051,776.752,20.554,79.693,41.491,153.324,948.841,1065.763,116.92199999999991
2025-08-03 16:00:00,4.911,627.257,35.326,72.489,41.451,178.445,999.502,959.8789999999999,-39.62300000000005
2025-08-03 17:00:00,-7.713,460.839,30.076,71.642,30.5,211.769,1012.669,797.113,-215.55599999999993
2025-08-03 18:00:00,-8.422,282.467,31.606,71.538,25.978,209.76,1085.928,612.9269999999999,-473.0010000000002
2025-08-03 19:00:00,-6.558,137.118,34.883,84.691,231.929,319.89,1197.405,801.953,-395.452
2025-08-03 20:00:00,-6.668,35.878,36.724,85.278,256.927,539.948,1259.321,948.087,-311.2339999999999
2025-08-03 21:00:00,10.349,0.216,47.131,83.402,115.263,802.32,1271.039,1058.681,-212.35799999999995
2025-08-03 22:00:00,5.341,0.0,44.525,84.603,169.788,590.981,1207.477,895.238,-312.23900000000003
2025-08-03 23:00:00,-7.471,0.001,31.719,83.994,296.601,556.705,1110.105,961.549,-148.55600000000004
2025-08-04 00:00:00,8.026,0.0,46.919,73.169,335.667,273.46,1068.536,737.241,-331.2950000000001
2025-08-04 01:00:00,-3.302,0.0,35.218,85.058,284.5,148.731,1011.71,550.205,-461.505
2025-08-04 02:00:00,-26.844,0.0,31.454,85.13,282.801,237.119,969.982,609.66,-360.322
2025-08-04 03:00:00,-6.193,0.0,35.116,85.064,37.899,379.316,935.172,531.202,-403.97
2025-08-04 04:00:00,0.109,3.962,36.869,72.259,24.811,392.472,938.882,530.482,-408.4
2025-08-04 05:00:00,3.042,26.793,37.71,69.04,24.82,385.186,987.211,546.591,-440.62
2025-08-04 06:00:00,11.383,100.515,46.634,83.898,24.831,365.74,1146.34,633.001,-513.3389999999999
2025-08-04 07:00:00,3.238,230.695,35.477,85.863,190.665,241.682,1299.677,787.62,-512.0569999999999
2025-08-04 08:00:00,-0.667,425.99,31.629,86.504,269.219,215.164,1476.308,1027.839,-448.46900000000005
2025-08-04 09:00:00,1.562,538.933,33.625,95.416,277.896,176.911,1648.179,1124.343,-523.836
2025-08-04 10:00:00,-1.612,609.03,27.301,99.825,314.232,149.701,1644.788,1198.477,-446.3109999999999
2025-08-04 11:00:00,4.235,636.229,37.371,97.255,51.184,138.363,1665.056,964.637,-700.4190000000001
2025-08-04 12:00:00,-7.94,640.576,29.271,85.95,50.925,160.118,1598.376,958.8999999999999,-639.4760000000001
2025-08-04 13:00:00,-4.5,673.29,28.812,82.131,44.571,120.268,1412.711,944.572,-468.139
2025-08-04 14:00:00,-0.526,610.594,21.819,79.456,24.765,107.475,1253.768,843.5830000000001,-410.18499999999995
2025-08-04 15:00:00,0.372,570.125,17.777,82.518,24.82,142.775,1269.981,838.3870000000001,-431.59399999999994
2025-08-04 16:00:00,0.71,559.038,19.239,87.823,78.866,117.523,1284.377,863.1990000000001,-421.1779999999999
2025-08-04 17:00:00,-5.529,414.859,23.777,80.578,79.117,75.856,1186.103,668.6579999999999,-517.4450000000002
2025-08-04 18:00:00,-3.784,271.677,30.898,91.071,72.813,70.292,1263.316,532.9670000000001,-730.3489999999999
2025-08-04 19:00:00,-1.609,145.558,36.033,103.138,326.799,67.039,1337.377,676.958,-660.419
2025-08-04 20:00:00,2.268,40.232,34.462,105.369,325.591,61.486,1405.339,569.408,-835.9309999999999
2025-08-04 21:00:00,-1.019,0.567,32.077,102.18,300.855,65.778,1401.968,500.43800000000005,-901.53
2025-08-04 22:00:00,-1.065,0.0,32.447,98.031,299.757,79.052,1336.732,508.22200000000004,-828.51
2025-08-04 23:00:00,-8.392,0.0,32.101,87.999,208.616,139.365,1203.16,459.689,-743.471
2025-08-05 00:00:00,-4.801,0.0,36.411,71.254,25.523,184.334,1115.12,312.721,-802.3989999999999
2025-08-05 01:00:00,-8.662,0.0,35.694,58.977,24.81,181.662,1051.031,292.481,-758.55
2025-08-05 02:00:00,5.868,0.0,44.389,60.421,25.06,290.114,1016.914,425.852,-591.062
2025-08-05 03:00:00,-2.987,0.0,41.005,58.808,24.79,394.415,986.01,516.031,-469.97900000000004
2025-08-05 04:00:00,10.843,4.384,44.323,58.54,24.772,365.668,1002.817,508.53,-494.28700000000003
2025-08-05 05:00:00,-0.183,28.005,32.003,58.426,24.78,383.323,1056.636,526.354,-530.2819999999999
2025-08-05 06:00:00,-4.387,98.515,33.554,57.317,24.795,257.481,1193.126,467.275,-725.851
2025-08-05 07:00:00,-2.195,217.796,32.949,69.852,25.016,236.327,1312.639,579.7450000000001,-732.8939999999998
2025-08-05 08:00:00,-0.928,350.393,31.566,70.298,24.793,179.231,1406.307,655.353,-750.9540000000001
2025-08-05 09:00:00,-4.848,437.195,30.033,70.915,24.742,194.618,1359.965,752.655,-607.31
2025-08-05 10:00:00,8.993,514.508,48.255,74.42,24.671,200.355,1197.542,871.2020000000001,-326.3399999999998
2025-08-05 11:00:00,15.287,570.061,47.032,57.57,24.667,232.606,1195.313,947.2230000000002,-248.08999999999992
2025-08-05 12:00:00,-2.121,594.71,33.04,47.987,24.66,247.173,1184.721,945.449,-239.27200000000005
2025-08-05 13:00:00,-25.16,600.989,35.075,43.551,24.684,353.727,1232.454,1032.866,-199.58799999999997
2025-08-05 14:00:00,-12.743,578.015,41.951,40.865,24.67,453.14,1405.511,1125.898,-279.61300000000006
2025-08-05 15:00:00,-13.156,487.718,34.327,51.92,83.64,454.352,1435.608,1098.801,-336.807
2025-08-05 16:00:00,21.758,310.833,59.701,51.387,118.921,444.808,1511.813,1007.408,-504.4050000000001
2025-08-05 17:00:00,20.04,178.118,58.287,56.785,44.372,449.541,1498.845,807.143,-691.702
2025-08-05 18:00:00,-2.359,81.663,31.848,62.179,25.327,371.462,1469.326,570.12,-899.206
2025-08-05 19:00:00,-50.902,33.411,33.759,69.239,31.433,548.049,1440.137,664.989,-775.1479999999999
2025-08-05 20:00:00,-6.324,6.902,31.835,67.078,24.906,445.484,1411.631,569.881,-841.7500000000001
2025-08-05 21:00:00,16.875,0.011,56.775,108.156,24.644,398.078,1381.546,604.539,-777.0070000000001
2025-08-05 22:00:00,-7.181,0.0,34.96,118.164,24.643,336.482,1302.099,507.06800000000004,-795.031
2025-08-05 23:00:00,-5.463,0.002,37.104,149.968,25.365,218.375,1171.871,425.351,-746.5200000000001
2025-08-06 00:00:00,3.72,0.0,41.594,238.585,24.641,218.177,1082.447,526.717,-555.7299999999999
2025-08-06 01:00:00,5.895,0.0,43.631,262.124,24.647,216.75,1037.709,553.047,-484.66200000000003
2025-08-06 02:00:00,0.855,0.0,39.112,258.411,24.641,267.166,1008.468,590.185,-418.283
2025-08-06 03:00:00,-1.946,0.0,37.072,254.82,24.913,270.161,991.595,585.02,-406.57500000000005
2025-08-06 04:00:00,-8.913,4.042,38.542,250.508,25.186,289.923,995.856,599.288,-396.568
2025-08-06 05:00:00,-1.976,19.737,45.327,254.495,25.237,334.199,1043.328,677.019,-366.30899999999997
2025-08-06 06:00:00,-7.99,79.982,41.018,256.88,24.995,344.471,1193.082,739.356,-453.7260000000001
2025-08-06 07:00:00,20.014,207.372,59.296,260.104,24.739,294.434,1314.093,865.9590000000001,-448.134
2025-08-06 08:00:00,-0.116,387.944,37.598,286.802,24.984,277.147,1470.582,1014.3590000000002,-456.22299999999996
2025-08-06 09:00:00,-10.064,558.266,14.736,273.132,25.018,315.456,1356.177,1176.5439999999999,-179.63300000000004
2025-08-06 10:00:00,-0.967,692.951,5.876,297.173,36.145,306.729,1267.062,1337.9070000000002,70.84500000000025
2025-08-06 11:00:00,6.729,793.515,33.217,315.746,76.053,323.66,1310.144,1548.9199999999998,238.77599999999984
2025-08-06 12:00:00,2.911,850.653,13.549,317.626,154.166,324.557,1243.588,1663.462,419.874
2025-08-06 13:00:00,-6.553,850.934,14.931,304.425,118.437,407.746,1289.662,1689.92,400.25800000000004
2025-08-06 14:00:00,-8.402,814.055,22.36,262.202,30.821,423.117,1222.984,1544.1529999999998,321.16899999999987
2025-08-06 15:00:00,-4.146,750.405,16.082,263.791,25.164,425.672,1192.724,1476.968,284.24400000000014
2025-08-06 16:00:00,-6.564,587.777,20.36,266.519,24.656,434.191,1108.971,1326.939,217.96800000000007
2025-08-06 17:00:00,-5.276,438.689,22.916,261.158,24.658,433.148,1021.366,1175.2930000000001,153.92700000000013
2025-08-06 18:00:00,3.91,272.326,33.636,278.787,29.758,493.469,1144.153,1111.8860000000002,-32.266999999999825
2025-08-06 19:00:00,7.945,125.431,42.811,298.782,67.917,405.078,1254.822,947.9639999999999,-306.85799999999995
2025-08-06 20:00:00,0.542,35.081,39.667,303.431,70.277,667.354,1313.442,1116.352,-197.08999999999992
2025-08-06 21:00:00,-1.401,0.274,38.285,279.034,70.365,741.321,1329.025,1127.8780000000002,-201.14699999999993
2025-08-06 22:00:00,-3.543,0.0,37.201,265.66,68.815,724.543,1254.756,1092.676,-162.08000000000015
2025-08-06 23:00:00,-1.566,0.0,36.055,258.994,68.058,710.016,1125.537,1071.557,-53.98000000000002
2025-08-07 00:00:00,-2.529,0.0,36.334,264.503,68.045,489.877,1020.64,856.23,-164.40999999999997
2025-08-07 01:00:00,-11.666,0.0,32.122,63.217,24.868,405.318,987.929,513.8589999999999,-474.07000000000005
2025-08-07 02:00:00,4.27,0.0,37.582,53.461,24.719,377.017,952.682,497.049,-455.63300000000004
2025-08-07 03:00:00,6.088,0.0,37.428,53.123,24.714,346.602,939.881,467.955,-471.926
2025-08-07 04:00:00,-1.59,2.291,31.297,53.061,24.722,412.964,953.899,522.745,-431.154
2025-08-07 05:00:00,-13.518,25.076,30.904,53.656,24.726,394.523,1005.626,515.367,-490.259
2025-08-07 06:00:00,9.194,103.173,45.021,68.013,24.741,328.923,1154.011,579.065,-574.9459999999999
2025-08-07 07:00:00,0.603,248.83,31.7,71.528,25.158,427.709,1250.049,805.528,-444.52099999999996
2025-08-07 08:00:00,-14.111,438.851,28.035,73.275,68.417,351.516,1244.966,945.9830000000002,-298.9829999999997
2025-08-07 09:00:00,-4.056,585.482,19.924,81.801,68.506,339.792,1159.021,1091.4489999999998,-67.57200000000012
2025-08-07 10:00:00,15.908,753.877,19.379,90.33,68.348,371.442,1158.055,1319.284,161.22900000000004
2025-08-07 11:00:00,-6.814,772.154,14.893,76.609,25.093,410.495,1235.119,1292.43,57.31100000000015
2025-08-07 12:00:00,4.418,795.217,10.758,86.938,24.865,329.692,1297.888,1251.888,-46.0
2025-08-07 13:00:00,3.092,811.366,9.535,90.447,24.863,300.182,1278.748,1239.485,-39.26300000000015
2025-08-07 14:00:00,-1.961,823.849,-2.653,96.879,24.86,320.488,1325.733,1261.462,-64.27099999999996
2025-08-07 15:00:00,0.597,758.928,-0.548,96.041,24.895,255.172,1259.741,1135.085,-124.65599999999995
2025-08-07 16:00:00,-3.033,604.609,-1.458,95.034,24.862,262.282,1143.533,982.296,-161.23699999999985
2025-08-07 17:00:00,-8.133,454.409,5.21,88.893,25.391,277.947,1135.491,843.717,-291.774
2025-08-07 18:00:00,2.184,275.859,28.158,82.182,68.529,259.111,1230.801,716.023,-514.7779999999999
2025-08-07 19:00:00,-7.929,136.039,28.541,95.912,253.196,255.985,1314.361,761.744,-552.6170000000001
2025-08-07 20:00:00,0.255,32.566,34.512,101.271,246.693,185.25,1381.92,600.547,-781.373
2025-08-07 21:00:00,0.082,0.107,33.054,100.502,306.44,197.455,1392.377,637.64,-754.737
2025-08-07 22:00:00,-0.349,0.0,34.197,98.057,241.399,174.246,1314.002,547.55,-766.452
2025-08-07 23:00:00,-7.408,0.0,32.709,87.74,230.738,194.905,1167.541,538.684,-628.857
2025-08-08 00:00:00,-13.729,0.0,32.496,70.573,25.353,204.081,1078.019,318.774,-759.245
2025-08-08 01:00:00,-7.042,0.0,36.491,69.022,24.846,238.925,1012.061,362.242,-649.819
2025-08-08 02:00:00,-3.281,0.0,36.066,68.973,24.956,294.724,974.531,421.438,-553.093
2025-08-08 03:00:00,5.224,0.0,38.085,70.322,24.85,295.145,970.06,433.626,-536.434
2025-08-08 04:00:00,6.251,1.396,38.171,70.343,24.845,273.648,961.619,414.654,-546.965
2025-08-08 05:00:00,9.464,15.666,44.942,70.582,25.062,306.078,999.674,471.794,-527.88
2025-08-08 06:00:00,-1.064,64.098,32.649,70.013,25.442,367.566,1156.604,558.704,-597.9000000000001
2025-08-08 07:00:00,-0.73,151.912,35.147,72.145,149.702,456.524,1266.595,864.7,-401.895
2025-08-08 08:00:00,3.424,264.091,33.814,86.96,229.705,325.365,1413.202,943.359,-469.84299999999996
2025-08-08 09:00:00,-0.191,389.915,26.792,111.66,252.362,251.358,1505.766,1031.896,-473.8700000000001
2025-08-08 10:00:00,-1.106,505.358,22.936,111.039,263.114,183.661,1518.381,1085.002,-433.37900000000013
2025-08-08 11:00:00,-0.114,538.837,24.37,99.678,25.573,127.515,1572.498,815.8589999999999,-756.6390000000001
2025-08-08 12:00:00,-0.489,580.343,14.847,103.4,24.675,103.003,1588.387,825.7789999999999,-762.6080000000001
2025-08-08 13:00:00,7.097,593.734,17.177,121.624,31.34,103.467,1574.529,874.4390000000001,-700.0899999999999
2025-08-08 14:00:00,-9.218,554.79,-2.144,128.738,31.464,105.115,1446.052,808.7449999999999,-637.307
2025-08-08 15:00:00,-3.752,480.043,-3.836,129.34,24.755,77.298,1443.565,703.848,-739.7170000000001
2025-08-08 16:00:00,-1.179,397.224,5.964,120.402,45.844,115.002,1422.736,683.2570000000001,-739.479
2025-08-08 17:00:00,-0.651,296.138,17.758,95.068,45.939,109.856,1399.257,564.108,-835.1490000000001
2025-08-08 18:00:00,-4.568,202.298,18.077,98.885,238.591,80.218,1328.609,633.501,-695.108
2025-08-08 19:00:00,-3.015,100.396,27.343,99.927,363.698,79.447,1352.661,667.7959999999999,-684.8650000000001
2025-08-08 20:00:00,-1.255,25.265,30.422,98.724,230.033,66.747,1350.521,449.936,-900.585
2025-08-08 21:00:00,-1.203,0.164,31.503,99.441,231.17,91.87,1358.431,452.945,-905.4860000000001
2025-08-08 22:00:00,-11.9,0.0,31.589,100.393,240.339,179.515,1287.296,539.9359999999999,-747.3600000000001
2025-08-08 23:00:00,3.509,0.0,41.432,87.641,229.711,170.521,1177.42,532.814,-644.6060000000001
2025-08-09 00:00:00,-2.93,0.0,35.503,69.425,25.235,160.261,1099.931,287.49399999999997,-812.4370000000001
2025-08-09 01:00:00,6.969,0.0,42.115,81.138,67.849,184.979,1024.658,383.05000000000007,-641.6079999999998
2025-08-09 02:00:00,1.795,0.0,35.332,84.398,70.1,164.818,996.303,356.443,-639.86
2025-08-09 03:00:00,-0.791,0.0,31.656,73.495,70.77,125.431,981.867,300.561,-681.306
2025-08-09 04:00:00,-0.806,2.15,30.925,69.618,72.864,107.424,983.835,282.175,-701.6600000000001
2025-08-09 05:00:00,-0.964,25.125,31.125,69.99,73.348,79.962,1014.312,278.586,-735.726
2025-08-09 06:00:00,-1.348,113.12,30.834,85.86,31.503,102.493,1083.473,362.462,-721.011
2025-08-09 07:00:00,-0.773,274.276,28.21,74.318,24.675,80.128,1134.378,480.83399999999995,-653.544
2025-08-09 08:00:00,-6.926,492.943,18.392,79.089,24.658,60.783,1131.85,668.9390000000001,-462.91099999999983
2025-08-09 09:00:00,-10.111,736.414,9.227,95.817,24.733,34.435,1096.903,890.5149999999999,-206.38800000000015
2025-08-09 10:00:00,-2.665,942.239,2.421,105.066,24.977,30.18,1016.706,1102.2180000000003,85.51200000000028
2025-08-09 11:00:00,7.553,970.898,0.888,104.712,24.735,34.131,899.189,1142.9170000000001,243.72800000000018
2025-08-09 12:00:00,5.463,978.106,-4.274,107.48,24.74,56.234,823.338,1167.7489999999998,344.41099999999983
2025-08-09 13:00:00,-0.327,967.368,-10.209,108.471,24.727,62.513,786.966,1152.5430000000001,365.5770000000001
2025-08-09 14:00:00,-1.421,912.773,-10.417,100.26,24.725,52.215,791.224,1078.1349999999998,286.9109999999997
2025-08-09 15:00:00,-4.273,840.124,-7.165,96.209,24.958,60.939,796.964,1010.7919999999999,213.82799999999986
2025-08-09 16:00:00,2.081,695.347,1.317,105.746,24.989,86.296,842.391,915.7760000000001,73.3850000000001
2025-08-09 17:00:00,6.883,496.096,10.709,89.631,24.728,93.674,902.859,721.7209999999999,-181.13800000000015
2025-08-09 18:00:00,-6.213,312.441,15.704,84.895,24.795,174.17,1036.463,605.7919999999999,-430.67100000000005
2025-08-09 19:00:00,-6.36,143.731,28.417,108.686,69.707,163.317,1179.355,507.498,-671.857
2025-08-09 20:00:00,-0.443,28.747,32.17,105.618,239.405,97.951,1258.362,503.448,-754.9140000000001
2025-08-09 21:00:00,-1.112,0.138,31.891,104.975,272.663,133.737,1293.134,542.292,-750.842
2025-08-09 22:00:00,-12.543,0.0,31.709,105.102,271.513,193.012,1243.236,588.7929999999999,-654.4430000000002
2025-08-09 23:00:00,-4.344,0.0,36.192,98.998,243.226,187.568,1141.322,561.64,-579.6819999999999
2025-08-10 00:00:00,4.123,0.0,38.053,84.842,69.001,186.585,1058.459,382.60400000000004,-675.855
2025-08-10 01:00:00,6.339,0.0,38.025,71.197,47.995,175.078,992.185,338.634,-653.5509999999999
2025-08-10 02:00:00,-0.036,0.0,32.229,69.431,48.762,192.881,954.049,343.267,-610.7819999999999
2025-08-10 03:00:00,-1.34,0.0,31.605,69.37,49.057,179.641,918.268,328.33299999999997,-589.9350000000001
2025-08-10 04:00:00,-0.475,1.687,31.474,69.922,38.303,230.275,902.108,371.18600000000004,-530.9219999999999
2025-08-10 05:00:00,-0.466,14.204,31.651,70.289,37.103,275.875,927.068,428.656,-498.412
2025-08-10 06:00:00,-0.88,56.914,30.961,71.063,25.791,271.64,959.598,455.489,-504.109
2025-08-10 07:00:00,-0.839,139.915,29.993,72.634,25.001,289.675,1005.941,556.3789999999999,-449.5620000000001
2025-08-10 08:00:00,-0.337,247.338,29.726,72.525,25.245,225.721,1094.98,600.218,-494.76200000000006
2025-08-10 09:00:00,-1.402,322.84,29.55,72.661,24.745,240.62,1161.146,689.014,-472.13199999999995
2025-08-10 10:00:00,-0.538,350.445,25.19,75.906,24.993,293.598,1191.581,769.594,-421.98699999999985
2025-08-10 11:00:00,7.33,385.019,5.6,91.356,23.987,94.334,1190.28,607.626,-582.654
2025-08-10 12:00:00,-8.64,404.302,-9.649,96.206,23.64,101.225,1181.811,607.0840000000001,-574.7269999999999
